99231067,26,7
99350816,366,2
97291731,4,123
99425406,87,2
99894321,178,3
98799996,450,2
98625919,98,3
98668900,30,3
99308393,481,4
98842052,90,3
57588980,38,6
99337231,121,6
98835828,20,20
99439591,14,4
99473547,4,3
98682280,6,4
98145384,33,6
99139877,169,18
98683105,10,2
99064609,56,7
99056633,130,5
98573430,13,4
98803056,458,3
99283049,117,8
98093977,235,2
99169891,92,8
98635571,375,3
98701107,1,2
99013615,224,2
99715656,356,2
98646713,186,2
98567586,52,2
99557280,189,14
99867021,26,12
99222370,472,2
99536241,19,9
98687438,108,2
98854395,250,2
98364709,314,5
98986053,99,5
25772183,261,4
99644858,252,5
98718095,331,2
99895743,86,2
99279776,18,3
99854941,58,11
98560791,72,2
99474490,468,5
99928697,351,9
99589893,200,11
99894254,97,2
96860906,53,2
99138141,14,4
99229650,101,6
99496833,86,4
95719918,93,26
97305090,32,7
98671416,72,7
99928697,411,10
98727185,121,2
99346853,351,3
99132524,137,34
96496812,78,2
99688191,8,4
99094794,114,7
94130911,183,2
99139877,229,2
99479007,152,3
98618619,4,3
99761227,14,2
99572067,326,14
99614073,129,29
91507182,22,3
98682939,271,2
98406548,157,2
99263064,7,3
99178181,266,18
98533077,59,3
99415954,36,10
98138839,55,5
99920550,87,2
98799996,390,2
99728847,26,4
98853726,19,3
99770293,18,2
98936688,3,3
99499418,31,2
98740086,328,5
99126721,529,5
89317411,104,9
99483538,242,3
25142995,475,3
99532892,213,6
98724053,49,3
98928263,4,13
99153129,41,2
99713242,13,2
99770714,480,6
99718017,25,9
99606344,225,7
99222370,412,3
98590569,13,2
99350816,306,6
98653362,422,3
98593046,57,2
99447134,157,2
98986053,39,6
98442938,159,2
99862750,26,3
97309744,361,5
99811785,22,2
99667788,70,2
96547116,54,6
99325836,25,9
98675379,87,15
97100617,27,3
99255777,250,2
98567371,19,3
99169891,32,9
99239192,4,123
99302194,64,2
95374951,14,3
99539883,185,5
98943727,111,7
99085972,439,7
99183978,227,3
99834798,150,4
99055332,107,3
98675140,5,2
98972773,1,3
98240495,9,2
99245286,28,3
98918491,241,3
99138141,74,2
99470224,8,14
99462715,1,3
98853585,52,4
99308393,421,2
99717429,424,2
98406548,217,2
98556331,30,6
92133259,8,7
99157485,231,14
98509003,5,2
99012789,1,3
99108769,172,2
98634833,241,2
65789766,25,4
99390056,2,2
99455442,34,2
98991199,60,3
98093977,355,2
99311110,90,5
99825330,13,2
98514402,71,2
98599473,513,13
99568858,470,16
99318197,296,16
96974019,344,5
99572067,446,2
98965153,74,20
87975625,252,6
99337231,181,19
99518418,43,4
99676690,37,2
99494459,493,7
99245345,145,2
99323103,451,6
98429226,174,7
98670336,81,7
98634833,444,19
99290867,508,34
97030534,143,9
98842841,280,6
98918491,444,8
99315105,358,12
99843133,381,4
99622697,15,13
99532892,356,13
99851885,430,8
99171718,294,4
98901394,17,3
98843322,402,39
99526277,52,3
98718095,391,2
99211747,60,6
98550243,124,2
99439591,74,32
25772183,201,4
98853726,79,2
99231715,106,2
99557280,309,4
98698049,78,3
98629638,371,6
97584326,37,2
99185788,125,8
98656062,260,18
99534527,91,2
98897309,41,7
98555018,219,4
97020763,125,8
99894321,238,5
99531567,21,2
98687438,228,13
99477836,114,9
98593046,260,19
98759679,69,5
99496833,26,5
96870745,18,27
98567477,15,5
99474490,408,2
98828990,5,2
98603347,100,4
89096613,415,2
99937206,142,2
97194795,444,2
99483538,99,5
99600128,179,4
99945329,477,16
98783635,397,6
98661271,5,3
99283049,237,4
99877585,118,2
98837339,236,4
99142528,36,10
99393111,87,2
98530338,43,6
99934984,2,2
95949373,20,5
98509072,28,2
96326348,2,2
99347638,18,2
99808157,23,3
99259702,156,2
97221371,110,4
99315105,215,14
99152559,204,2
99138141,134,10
99656070,447,3
99568727,3,2
99669210,61,4
98571312,70,2
98604302,29,2
99843133,238,4
89117721,75,5
92399864,11,2
98550243,184,2
99922175,119,5
99185788,268,2
97030534,226,13
98364709,457,2
99222244,11,2
87035855,126,2
99447134,97,2
99245345,228,9
99323103,368,6
98849429,28,5
98665365,139,7
99164245,3,3
98596740,2,2
99215113,148,17
99780576,155,2
99834798,233,3
99058679,31,4
99477836,91,2
92133770,298,26
98900800,154,8
98504586,18,29
98564570,88,2
99644858,395,2
98992903,104,4
99189023,114,4
99789076,259,2
99017052,37,5
98850437,38,16
98645173,21,10
99556596,2,4
98853726,102,3
99157485,88,5
99591847,346,3
99013615,104,2
99917471,36,2
99078180,39,2
99560953,209,3
98562115,45,11
99618699,89,2
99390247,69,5
94034881,92,2
99215113,208,7
98890597,105,11
99121467,375,3
98243275,378,2
99514341,69,10
99225926,48,9
98755334,3,2
99205343,432,3
97309744,504,4
98650087,298,7
92899708,615,2
99618699,52,10
98920563,14,14
99737603,43,4
98564570,5,3
98760154,11,2
99054029,142,2
99112365,2,2
99394664,56,9
99139877,26,2
99617075,12,11
99008869,41,6
97957386,42,13
98843276,1208,5
99087672,81,7
99092163,96,5
99532892,296,3
98548788,7,3
97173095,128,8
98701208,14,3
99473470,17,10
98648358,91,11
98895156,7,4
98448522,113,4
96860906,256,19
99119388,107,8
95335017,45,4
98665553,128,6
87035855,43,3
94034881,152,2
99945329,334,3
98900800,71,38
99567129,0,5
98963571,193,2
99178900,214,2
95942530,0,2
98550243,244,42
96495153,113,3
99381406,42,2
99790628,129,7
98816449,35,3
98429226,54,3
99935643,267,4
98671416,215,14
99045222,70,2
99713497,37,5
98823541,21,3
98364709,397,6
98573779,328,5
99591847,406,11
98509072,314,5
99171718,234,3
99871796,1,2
98883794,16,2
99335367,6,3
99648476,225,6
97452769,43,8
99645918,491,4
99925682,400,15
99927078,437,3
98924829,30,3
99619185,134,2
93255840,35,5
70448194,107,2
99813893,165,10
99656070,387,2
99322960,482,3
99138045,44,2
99560517,1,16
98671416,12,3
99476300,223,10
99730374,327,4
98605706,30,8
99323103,511,6
98863270,5,2
99483538,39,6
98618216,5,3
98783635,314,5
99737527,478,3
99928697,494,3
98842841,340,8
99178900,154,3
98145384,116,5
90977054,760,3
99780576,95,12
98945238,124,10
99348680,493,7
98105838,54,2
98551445,76,8
98918491,181,7
99154125,120,3
98721214,396,6
98653362,362,6
99322110,127,10
99617924,5,2
98587806,68,5
99087672,21,13
98963571,133,7
99483538,182,2
99171718,377,9
25142995,535,3
98843276,269,3
99609388,65,3
86915276,40,4
92399864,71,22
99679071,51,2
99205343,492,11
98599473,393,2
98691213,457,2
99888834,1,3
98666187,5,4
99216042,432,3
99667788,153,3
97309744,301,2
99185254,5,3
99490611,41,5
98757994,173,3
98987555,35,2
99847082,132,2
98740086,185,2
98406548,97,2
99159038,20,3
99013615,164,5
99202011,170,56
98744038,278,16
99311110,30,10
99851885,513,13
99093183,487,3
99556326,149,3
99718902,268,2
99560953,149,2
99064065,30,3
98900800,214,5
99562856,36,2
99189233,104,9
96775252,28,2
99293871,214,2
98895557,41,2
99215113,351,3
97010623,3,2
99425406,110,4
92133259,91,4
99325831,79,2
98799996,473,25
97566949,78,3
98842841,423,5
98544947,59,3
99588979,234,17
99396906,564,3
99338523,7,2
99927078,354,2
99333180,40,2
99173030,419,2
98683737,28,6
99360686,65,20
99311110,53,18
99644858,275,4
99556326,89,3
96860906,30,18
99393111,110,3
99182587,67,3
98520360,75,5
99501478,279,2
99346853,314,5
98587806,151,13
98599473,476,3
96547116,17,10
87975625,289,2
98854395,227,5
99446933,364,5
98722962,39,7
98466263,0,2
98434709,32,2
98406548,74,3
99302194,147,2
98645173,164,35
99526277,15,3
99495010,38,4
90111524,71,22
99720500,128,8
99154125,97,2
99223354,4,8
99955435,37,3
97173095,8,7
99572067,303,3
99013615,247,2
99219072,9,11
99572265,18,2
99373820,33,12
99446654,148,5
99071643,98,3
98509072,148,17
98715363,120,4
99941487,48,15
99501478,219,2
99619344,8,7
99083850,259,5
99054029,36,10
99169891,129,3
99447134,300,4
99767321,16,3
99173030,359,2
99133098,128,2
99945329,440,3
98528641,456,4
99846533,77,4
98641677,8,3
71837028,67,7
99411803,78,2
99565125,78,12
98005315,42,4
99927078,294,3
99341865,68,2
99271765,84,3
99416498,39,7
99514341,175,5
98646183,446,2
99920550,110,3
96990217,47,2
99576979,151,8
98005432,223,4
98556331,7,22
98571076,29,3
98576351,266,18
98554327,47,7
95949373,57,3
99495010,98,5
99171718,257,14
99496321,27,3
99283049,94,26
99205343,326,4
98682939,248,6
99635947,88,3
98624311,23,5
99814148,106,2
99798230,65,4
98589463,8,2
99714270,428,3
99920550,313,8
99894254,14,4
98897683,31,4
99596427,54,37
99447134,134,10
98843276,1291,2
98364709,351,3
74204270,14,3
97100617,4,6
99723467,4,4
99572067,243,9
99430580,71,2
98682939,188,8
99589893,117,5
99216042,492,11
98751889,60,2
98687971,55,6
98963571,216,2
25142995,452,2
98718095,248,3
98900800,94,26
94034881,9,7
99057981,8,3
89096613,249,5
99532892,190,5
99813893,119,2
99518418,20,4
99346592,65,2
98918491,264,6
99215113,268,36
99608233,15,2
99207367,1,7
99568858,290,3
99770293,41,3
99010258,296,3
99283049,34,3
98634833,218,8
98682939,414,5
99164710,17,3
99435410,106,10
98668648,1,3
98426307,350,3
99539883,162,3
98962652,4,2
97999587,29,3
94741429,121,11
98564687,29,3
99515745,33,4
99474490,182,2
99183978,204,5
99454003,48,6
99285127,46,11
98568284,75,3
93291628,43,3
99323103,474,4
98593046,34,15
97309744,218,48
99329308,109,4
99446933,470,6
99150207,19,3
99216042,326,4
99001439,45,6
98634833,421,2
98988027,20,11
98604721,16,2
96780130,18,2
99601861,7,2
92614887,497,3
98681513,80,4
99157485,65,2
99877585,141,2
98740086,291,2
99644727,71,3
99632566,65,6
98587559,82,16
98702556,36,3
98534018,339,4
87975625,229,5
99894321,215,2
99793428,9,2
99164245,26,2
99475728,17,4
78214482,326,3
98740086,471,6
99138141,51,3
99501478,159,2
98546967,30,18
98687438,205,2
99474064,46,3
98671416,109,3
99937206,119,2
98842052,173,3
99069783,220,2
99255777,476,3
93618748,300,5
98571076,172,11
97183802,69,6
99228534,513,13
99704257,84,26
98668900,127,10
98854395,167,5
99875574,165,3
98535021,177,12
98926944,157,26
99010258,499,4
99302194,87,2
99216042,206,2
99091677,217,17
98987555,72,6
99087672,187,2
99152559,227,5
97652566,490,3
99154125,240,4
99465359,100,3
94748363,25,2
99178900,274,4
97183802,92,4
99623655,82,2
99348400,81,3
98105838,17,6
98576351,432,2
99957234,380,7
99704257,107,8
97184168,58,4
98426307,433,2
98606558,41,9
97963616,88,12
99563370,0,3
99889553,54,37
99270024,6,3
98597518,7,7
98842841,220,12
99159038,43,14
98350508,218,2
96860906,233,3
99714270,368,5
99308393,301,38
99142528,119,2
99834798,256,19
97042021,18,2
99119388,84,26
98664119,43,3
98433786,93,2
99678710,8,3
99174696,189,11
99078180,2,10
99445712,166,3
98615525,18,2
99917471,73,6
98926944,97,10
99843133,215,5
92399864,34,2
99483538,145,2
98571312,93,2
99447134,14,4
99107344,223,2
99667788,190,4
98812414,16,15
99920550,193,7
98309430,97,6
98350508,135,5
99215113,185,11
99195269,65,3
97731655,11,2
93291628,126,4
97815515,11,2
99821165,56,7
99521881,96,4
98538035,15,4
98686992,31,3
98145384,199,11
99730374,493,7
99171718,340,8
97652566,430,8
99591847,369,24
98654384,3,2
87209082,5,2
99957187,37,4
94034881,69,7
99083850,79,4
98564570,111,2
99323103,391,7
98509072,88,2
99549275,267,2
98243275,295,32
97309744,421,3
98803056,292,4
99474490,242,3
99280607,81,3
97911810,78,15
99768090,4,4
98837339,356,6
98414391,58,4
99446933,244,4
98480817,150,2
98656062,297,2
98837339,93,3
78149676,60,4
99927078,211,16
99314022,63,10
99154125,157,2
98769595,20,2
99054029,119,2
99308393,218,13
98634833,301,13
99010258,356,7
99435410,23,2
99582978,55,2
99656070,364,5
96860906,150,4
99473218,237,6
92133770,381,3
98548788,30,20
99534527,8,55
99067717,125,15
98350508,278,12
98555018,113,2
99552029,52,3
99737527,455,2
99495678,13,2
98550142,5,3
99708860,58,2
98548918,15,2
99725507,13,2
99286714,113,3
98479575,161,18
99169821,480,6
98753107,23,2
99750224,42,4
99945329,357,8
99572067,220,3
99852295,31,4
